name,store_id,category,address,tel,options,amenity,broadcast,business_hours,menu
광주식당,19877358,한식,서울 강남구 역삼로 420,02-557-5181,,단체 이용 가능,,"매일
10:00 - 22:00","삼겹살 1인분
15,000원; 낙지볶음
30,000원; 동태찌개
30,000원; 제육볶음
30,000원; 오징어볶음
30,000원; 된장찌개
8,000원; 순두부찌개
8,000원; 동태찌개 세트 메뉴
45,000원"
옥된장 교대점,1083428917,한식,서울 서초구 서초중앙로 105 1층,0507-1485-4202,,"포장, 무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능, 예약, 유아의자, 대기공간, 간편결제, 주차",,"금
11:00 - 23:00
15:00 - 16:30 브레이크타임; 토
11:00 - 23:00; 일
11:00 - 22:00; 월
11:00 - 23:00
15:00 - 16:30 브레이크타임; 화
11:00 - 23:00
15:00 - 16:30 브레이크타임; 수
11:00 - 23:00
15:00 - 16:30 브레이크타임; 목
11:00 - 23:00
15:00 - 16:30 브레이크타임","모둠 수육전골 中(300g)
대표
소고기수육 3종으로 구성. 소고기수육 3종 단품 주문 가능.
35,000원; 소꼬리전골 中 (600g)
대표
한정판매
55,000원; 모둠 수육무침 250g
대표
수육과 야채가 함께 무쳐서 나오는 메뉴입니다
35,000원; (점심특선) 소고기삼겹 된장전골
대표
11,000원; (점심특선)표고버섯 된장전골
대표
11,000원; (점심특선) 우렁 된장전골
11,000원; (점심특선) 들깨 된장전골
10,000원; (점심특선)바지락 된장전골
2인 단위 주문 가능
11,000원; (점심특선) 굴 된장전골
11,000원; (점심특선) 스지 된장전골
12,000원; 우렁미나리전
15,000원; 모둠 수육전골 大(500g)
소고기수육 3종으로 구성. 소고기수육 3종 단품 주문 가능.
52,000원; 소꼬리전골 大 (900g)
82,000원; 매운 소꼬리전골 大 (900g)
한정판매
85,000원; 매운 소꼬리전골 中 (600g)
한정판매
58,000원; 매운 소고기두부전골
18,000원; 우렁칼국수무침
19,000원; 칼칼한 바지락탕
15,000원; 칼칼한 굴탕
15,000원; 소고기삼겹 된장전골
13,000원; 표고버섯 된장전골
13,000원; 바지락 大 된장전골
26,000원; 들깨 된장전골
12,000원; 우렁 된장전골
13,000원; 굴 된장전골
13,000원; 스지 된장전골
14,000원"
주신당 강남,1916994932,한식,서울 강남구 강남대로96길 9 B1,0507-1349-4225,,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 유아의자",,"금
11:00 - 02:00; 토
11:00 - 02:00; 일
17:00 - 02:00; 월
11:00 - 02:00; 화
11:00 - 02:00; 수
11:00 - 02:00; 목
11:00 - 02:00","[곁들임] 감자전
대표
허니버터 감자전, 루꼴라샐러드, 에그요크
18,000원; [주요리] 아귀 아이올리
대표
수비드 아귀살, 대파, 미나리, 콩나물, 홈메이드 스파이시 아이올리소스
23,000원; [후식] 고양이 케이크
대표
흑임자, 팥앙금, 크림치즈, 살구잼
12,000원; [점심 상차림] 가지고기 덮밥
대표
[정식 변경시 5000원+] 오늘의 고기 반접시, 말린 햄샐러드, 누룽지 디저트 제공
13,000원; [주요리] 곤드레면
대표
곤드레, 링귀네, 홈메이드 마늘&들기름 오일
19,000원; [주요리] 홍두깨 타르타르
대표
홍두깨살, 캐비어, 간장 캐슈넛 소스, 라이스페이퍼
32,000원; [곁들임] 말린햄샐러드
대표
하몽, 그라나파다노치즈, 유자&흑임자 소스
18,000원; [곁들임] 오방꼬치
대표
토마토, 살라미, 꽈리고추, 치즈, 나폴리타나 소스
18,000원; [칵테일] 쥐
대표
다크 럼, 크림 리큐어, 파인애플, 치즈
17,000원; [칵테일] 용
대표
캐모마일 인퓨즈드진, 로즈마리 레몬
18,000원; [칵테일] 말
대표
참기름 팻워시드 버번, 작두콩 시럽
19,000원; [점심 상차림] 전복김퓨레 덮밥
[정식 변경시 5000원+] 오늘의 고기 반접시, 말린 햄샐러드, 누룽지 디저트 제공
16,000원; [점심 상차림] 매콤 로제 수제비
[정식 변경시 5000원+] 오늘의 고기 반접시, 말린 햄샐러드, 누룽지 디저트 제공
13,000원; [점심 상차림] 우삼겹 청양 수제비
[정식 변경시 5000원+] 오늘의 고기 반접시, 말린 햄샐러드, 누룽지 디저트 제공
13,000원; [점심 상차림] 곤드레면 정식
[정식 변경시 5000원+] 오늘의 고기 반접시, 말린 햄샐러드, 누룽지 디저트 제공
14,000원; [주요리] 매콤 로제 수제비
감자 수제비, 돼지 삼겹, 모듬 채소, 홈메이드 로제 소스
18,000원; [주요리] 우삼겹 청양 수제비
감자 수제비, 우삼겹, 야채튀김, 청양고추
18,000원; [주요리] 냉수육면
돼지고기 냉수육, 엔젤헤어네스트, 홈메이드 간장소스
21,000원; [주요리] 전복김퓨레 덮밥
전복, 김퓨레, 표고버섯, 버터, 홈메이드 간장소스
21,000원; [주요리] 소 안심구이
한정판 특등급 소고기 안심, 구운 모듬 채소
42,000원; [주요리] 아시안 육전
소고기&마늘 다짐 육전, 아시안샐러드
24,000원; [주요리] 오화육
수비드 오겹살, 홈메이드 오향소스, 앤다이브, 오렌지
23,000원; [주요리] 매운탕
모듬 해산물, 미나리, 순두부, 홈메이드 다진 양념
23,000원; [곁들임] 카프레제
꿀토마토, 부라타치즈, 큐브치즈, 레몬젤, 애플민트
17,000원; [곁들임] 양념게장말이
순살 양념게장, 감태, 명란, 계란, 백미밥
12,000원; [후식] 뽕잎 아이스크림
홈메이드 뽕잎 아이스크림, 초콜릿, 전병과자
9,000원; [후식] 조청쌀젤라또
쌀 젤라또, 조청, 조청 플레이크
9,000원; [칵테일] 소
통카빈 인퓨즈드 럼, 얼그레이, 크림, 시나몬
18,000원; [칵테일] 호랑이
감 전통주, 생강, 잣, 레몬
18,000원; [칵테일] 토끼
감홍로, 자두, 요구르트, 레몬
17,000원; [칵테일] 뱀
금잔화 인퓨즈드 진, 라임, 아카시아 벌꿀
17,000원; [칵테일] 양
화이트 럼, 멜론, 브로콜리, 레몬, 솜사탕
16,000원; [칵테일] 닭
히비스커스 인퓨즈드 보드카, 맨드라미, 엘더플라워, 레몬, 달걀 흰자
17,000원; [칵테일] 개
개비롬 인퓨지드 불독 진, 탱자 전통주, 자몽, 스모크 솔트
19,000원; [칵테일] 돼지
삼해소주, 라이 위스키, 카카오, 딸기, 크림
19,000원; [칵테일] 원숭이
사과 전통주, 바나나, 시나몬, 크랜베리, 레몬
18,000원; [점심 곁들임] 감자전
두백감자, 루꼴라, 산내들농원 사양벌꿀, 그라나파다
18,000원; [점심 곁들임] 오화육
수비드 오삼겹, 앤다이브, 미나리 줄기, 오렌지
23,000원; [점심 곁들임] 홍두깨 타르타르
홍두깨살, 마늘장아찌, 볶은땅콩, 캐비어, 배, 라이스튀김
32,000원; [점심 곁들임] 카프레제
토마토, 부라타치즈, 벨큐브치즈, 민트오일
17,000원; [점심 곁들임] 오방꼬치
살라미 할루미치즈, 꽈리고추, 블랙올리브, 말린토마토, 홈메이드 나폴리타나 소스
18,000원; [점심 곁들임] 소 안심구이
특등급 소고기, 꽈리고추, 방울토마토, 감자샐러드, 홈메이드 소스
42,000원; [점심 후식] 고양이 케이크
흑임자, 팥앙금, 크림치즈, 살구잼
12,000원; [점심 후식] 조청쌀 젤라또
조청가루, 조청엿, 쌀 젤라또
9,000원; [점심 후식] 뽕잎 아이스크림
홈메이드 뽕잎 아이스크림, 미니 전병, 뽕잎 초콜렛
9,000원"
외고집설렁탕,12048308,한식,서울 강남구 삼성로 555 알앤텍빌딩 1층,02-567-5225,미쉐린 가이드 서울 2024,"예약, 단체 이용 가능, 주차, 포장, 무선 인터넷, 발렛파킹, 남/녀 화장실 구분",,"토
11:00 - 21:00
20:30 라스트오더; 일
정기휴무 (매주 일요일); 월
11:00 - 21:00
20:30 라스트오더; 화
11:00 - 21:00
20:30 라스트오더; 수
11:00 - 21:00
20:30 라스트오더; 목
11:00 - 21:00
20:30 라스트오더; 금
11:00 - 21:00
20:30 라스트오더","설렁탕
대표
14,000원; 수육(대)
대표
80,000원; 설렁탕(특)
22,000원; 육개장
18,000원; 수육(중)
60,000원; 도가니탕
30,000원; 도가니수육
75,000원"
우된장 교대본점,1530031734,한식,서울 서초구 서초중앙로26길 11 1층 101호,0507-1373-0623,,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 유아의자, 대기공간, 주차",,"금
11:00 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더; 토
11:00 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더; 일
11:00 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더; 월
11:00 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더; 화
11:00 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더; 수
11:00 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더; 목
11:00 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더","한우곱창된장전골 세트
대표
한우곱창된장전골+미나리새우전+전골사리
48,000원; 우삼겹오징어한판 세트
대표
우삼겹오징어한판+계란말이+차돌된장찌개(해물된장찌개)
48,000원; 우삼겹오징어 한판(소)
대표
오징어와 우삼겹을 동시에 즐길 수 있는 우된장 시그니처 메뉴
36,000원; 한우곱창된장전골(소)
대표
얼큰한 된장육수에 우삼겹말이와 한우곱창을 넣은 우된장 시그니처 전골
36,000원; 차돌된장+우삼겹 정식
대표
11,900원; 강된장+고등어 정식
대표
12,500원; 청국장+코다리조림 정식
대표
14,500원; 해물된장+소갈비찜 정식
대표
15,900원; 막국수+우삼겹 정식
13,900원; 계란말이
9,000원; 치즈계란말이
11,000원; 새우미나리전
13,000원; 미나리볶음밥
4,000원; 치즈미나리볶음밥
6,000원"
이복희해장 선릉점,1375943999,한식,서울 강남구 테헤란로70길 14-12 지상1층,0507-1385-2498,,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 포장, 간편결제",,"금
11:00 - 01:30; 토
11:00 - 01:30; 일
11:00 - 01:00; 월
11:00 - 01:30; 화
11:00 - 01:30; 수
11:00 - 01:30; 목
11:00 - 01:30","한판수육전골
대표
부드러운 살코기 사태와 쫀득한 스지를 푸짐하게 즐길 수 있는 전골식 수육
38,000원; 곱창전골
대표
곱창과 배추,버섯,쑷갓을 올리고 48시간 끓인 육수로 완성한 얼큰하고 진한 곱창전골
35,000원; 미나리도가니수육
대표
향긋하면서 상큼함이 더해진 미나리겉절이와 쫄깃하면서 부드러운 도가니수육의 환상조합
28,000원; [투뿔한우] 설렁탕
대표
48시간 끓인 진한사골, 한우1++고기로 맛을 낸 보양 설렁탕
13,000원; [투뿔한우] 육개장
대표
최고급 한우암소1++ 고기와 양지육수로 맛을 낸 깔끔하고 얼큰한 육개장
12,000원; [투뿔한우] 차돌수육
대표
한우1++(9) 차돌박이만의 맛을 제대로 느낄 수 있는 최상급 수육 요리
65,000원; 꼬리수육
고급부위인 소꼬리를 부드럽게 삶아 특제소스와 함께 즐기는 특별한 메뉴
48,000원; 미나리 오징어전
향긋한 미나리와 쫄깃한 오징어, 보리새우의 감칠맛에 모짜렐라치즈까지 전의 끝판왕
17,000원; 쟁반육면
최상급 한우 사태의 쫄깃함에 국수의 식감을 더해 즐길 수 있는 별미요리
23,000원; 매콤스지볶음
쫀득한 스지를 매콤한 특제소스와 마늘에 버무려 볶아낸 술안주 특화 메뉴
25,000원; [투뿔한우] 차돌육개장
부드럽고, 육즙이 가득한 한우차돌1++ 고기와 양지육수로 맛을 낸 깔끔하면서 얼큰한 육개장
16,000원; 꼬리곱창전골
곱창전골에 꼬리수육을 가득! 48시간 끓인 육수로 맛을 낸 이복희해장 시그니쳐메뉴
49,000원"
피양콩할마니,12017005,한식,서울 강남구 삼성로81길 30,02-508-0476,,"주차, 발렛파킹",,"매일
11:30 - 22:00","콩비지
12,000원; 비지전골(중)
40,000원; 만두전골(중)
40,000원; 모듬전
39,000원; 감자지짐
17,000원; 녹두지짐
22,000원; 콩국수
15,000원; 피양만두
10,000원; 비지전골-대
49,000원; 만두전골-대
49,000원; 김치콩비지
12,000원; 버섯콩비지
13,000원; 무콩비지
13,000원; 보쌈
53,000원; 생만두(포장, 10개)
19,000원; 비지전골 소
29,000원; 만두전골 소
29,000원; 녹두전 1/2
12,000원; 콩국물1리터
29,000원; 감자전 1/2
10,000원"
모모유부 강남,1957336371,한식,서울 강남구 역삼로25길 27 B101호,0507-1344-1732,,"포장, 남/녀 화장실 구분, 무선 인터넷, 배달, 단체 이용 가능, 예약, 간편결제, 주차",,"토
정기휴무 (매주 토요일); 일
10:00 - 22:00
21:30 라스트오더; 월
10:00 - 22:00
21:30 라스트오더; 화
10:00 - 22:00
21:30 라스트오더; 수
10:00 - 22:00
21:30 라스트오더; 목
10:00 - 22:00
21:30 라스트오더; 금
10:00 - 22:00
21:30 라스트오더","모모의 '네가지픽' 뚱 유부초밥 (4pcs)(4pcs)
4가지 맛의 '뚱'유부초밥(일품업진살, 스크램블에그, 톡톡날치알, 스리라차 새우)
13,300원; 모모의 '다함께' 뚱 유부초밥 SET (8pcs)(8pcs)
모모가 추천하는 8가지 맛의 '뚱' 유부초밥 (찐육회, 스크램블에그, 일품 업진살, 스리라차새우, 톡톡 날치알, 숯불닭다리, 참치마요, 베이컨김치)
26,500원; 일품업진살 '뚱'유부초밥(1pcs)
(판매량 1위) JMT 업진살로 만든 우삼겹 뚱유부초밥
3,900원; 스크램블에그 '뚱'유부초밥(1pcs)
보들보들, 폭신폭신, 달달한 계란 뚱유부초밥
2,900원; 모모의 '네가지픽' 뚱 유부초밥 (4pcs)(4pcs)
4가지 맛의 '뚱'유부초밥(일품업진살, 스크램블에그, 톡톡날치알, 스리라차 새우)
13,300원; 모모의 '다함께' 뚱 유부초밥 SET (8pcs)(8pcs)
모모가 추천하는 8가지 맛의 '뚱' 유부초밥 (찐육회, 스크램블에그, 일품 업진살, 스리라차새우, 톡톡 날치알, 숯불닭다리, 참치마요, 베이컨김치)
26,500원; 모모의 '호사생활' 뚱 유부초밥 SET (4pcs)(4pcs)
모모유부에서 가장 럭셔리한 호사생활 세트 입니다. (일품업진살, 찐육회, 그릴드장어, 슈페리어 연어)
16,500원; 모모의 '피크닉' 뚱 유부초밥 SET (6pcs)(1pcs)
피크닉 가고싶은 6가지 맛의 '뚱' 유부초밥(일품업진살, 숯불닭다리, 스크램블에그, 베이컨김치, 명란마요, 참치마요)
18,900원; 내맘대로 모모유부 즐기기(4pcs)
내마음가는 대로 골라먹는 '뚱'유부초밥 : 4pcs 이상만 가능해요
9,900원; '뚱'유부한상 1인 SET(1인분)
요리 1가지 + '뚱'유부초밥 2pcs
10,700원; '뚱'유부한상 2인 SET(2인분)
요리 2가지 + '뚱'유부초밥 4pcs
21,200원; 모모네 국물 떡볶이
쫄깃한 밀떡을 자작한 국물과 함께 먹는 모모네 떡볶이
5,900원; 모모네 '업진살' 국물 떡볶이
고소한 업진살을 넣어 더욱 풍미 가득한 모모네 떡볶이
7,900원; 유부 사누끼 우동(1인분)
매일 해산물과 다양한 채소를 넣고 직접 우린국물로 만듭니다.
7,900원; 김치 사누끼 우동(1인분)
김치와 사누끼우동의 얼큰한 만남
8,900원; 매콤 유부 비빔면(1인분)
매콤 새콤 달콤 유부 비빔면입니다. 양파, 적채가 맛있게 어우러졌어요, (면과 비빔소스는 따로 제공해드리니, 비빔소스는 기호에 맞춰 넣어 드세요.)
8,900원; 모모네 냉모밀(1인분)
더위를 날려버릴 시원한 육수와 메밀면이 들어간 건강하고 맛있는 냉모밀을 즐겨보세요. 와사비와 갈은무를 취향에 따라 조절하여 섞어 드세요~
8,500원; 모모의 유기농 식혜(230ml)
국내산 무방부제 무첨가제로 만든 진짜 유기농 인증 식혜입니다.
3,300원; 콜라(뚱캔 355ml)
2,000원; 사이다(뚱캔 355ml)
스프라이트
2,000원; 제로콜라(펩시)(355ml)
제로콜라 펩시 라임맛 입니다.
2,000원"
한식당 햇무리,1631470772,한식,서울 강남구 테헤란로84길 25 1층 햇무리,0507-1337-1533,,"포장, 무선 인터넷, 예약, 단체 이용 가능, 배달, 간편결제, 주차",,"토
11:00 - 21:00
20:40 라스트오더; 일
11:00 - 21:00
20:40 라스트오더; 월
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:40 라스트오더; 화
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:40 라스트오더; 수
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:40 라스트오더; 목
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:40 라스트오더; 금
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:40 라스트오더","[[인기]]장터소고기국밥
19가지 재료로 정성들여 고아낸 육수에 그 옛날 장터국밥의 맛을 그대로 재연하였습니다.
12,000원; [[BEST]]양지머리국밥
깊은 한우 사골육수와 소고기양지, 송송 썰은 대파가 어우러져 개운하고 얼큰한 국밥을 완성니
11,000원; [[추천]]왕갈비탕
최상의 품질을 자랑하는 소갈비와 오랜시간 우려낸 깊고 그윽한 육수와의 만남
13,000원; 육회비빔밥
신선육회와 아삭한 야채들로 구성하여 햇무리의 특제양념으로 정성스럽게 만들었습니다.
12,000원; [[계절]]비빔냉국수
시원한 소고기 육수와 절대 빠질 수 없는 아삭한 야채들과 매콤달콤 양념이 조화로운 계절메뉴
10,000원; [[계절]]떡만둣국
깊은 한우 사골육수와 얇은 피 통통 왕만두의 담백함이 어우러진 개성식 손만둣국입니다.
11,000원; [[인기]]장터국밥정식
장터국밥+족발편육4pcs+절단마늘+쌈장
15,900원; 양지국밥정식
양지국밥+족발편육4pcs+절단마늘+쌈장
14,900원; 왕갈비탕세트
왕갈비탕(공깃밥제공)+군만두2ea+미니녹두전2ea+양배추샐러드
18,900원; 육회비빔밥세트
육회비빔밥+군만두2ea+미니녹두전2ea+양배추샐러드
17,900원; [[계절]]비빔냉국수세트
냉국수+군만두2ea+미니녹두전2ea+양배추샐러드
15,900원; [[계절]]떡만둣국정식
떡만둣국+군만두2ea+미니녹두전2ea+양배추샐러드
14,900원; [[인기]]소고기전골(小기준)
질 좋은 소고기 목심과 신선한 야채를 곁들여 칼칼한 국물이 일품인 전골요리입니다.
37,000원; 소곱창전골(小기준)
잘 손질된 소곱창과 신선한 야채를 곁들여 칼칼한 국물이 일품인 전골요리입니다.
39,000원; 장터술국
19가지의 재료가 깊은 맛의 육수로 옛날장터 술국의 맛을 그대로 재연한 장터술국입니다.
22,000원; 모듬안주7종
1일 한정판매 (육회+술국+수육무침+녹두전+육전+족발편육+소주일병)
55,000원; 모듬육회(350g)
호주산. 생육회+고추장육회+비빔육회 3가지로 다채롭게 구성하여 가장 인기가 좋은 메뉴입니다
35,000원; 생육회(200g)
햇무리만의 풍미 가득한 특제양념으로 맛깔지게 버무려 자꾸만 생각나는 신선 육회입니다.
20,000원; 고추장육회(200g)
신선한 생고기를 햇무리에서 직접 제조한 고추장으로 맛깔지게 버무린 고추장육회입니다.
21,000원; 비빔육회(200g)
신선한 생고기를 매콤새콤 비빔장에 알싸한 마늘과 아삭한 각종야채를 넣고 함께 버무렸습니다.
22,000원; 직화구이육회(200g)
토치로 불샤워한 직화구이 육회입니다.
20,000원; [[계절]]물육회(200g)
살얼음 동동~ 더위를 확 날려주고 입맛도는 물육회입니다. 여름시즌에만 판매되는 계절메뉴
18,000원; 아롱사태수육
인기최고 아롱사태로 만든 수육입니다. 고급술안주 또는 고급간식으로 인기만점입니다.
32,000원; 수육초무침
매콤새콤달콤한 맛으로 남녀노소 누구나 즐길 수 있는 간식 또는 기분업 술안주!
29,000원; 소고기육전
부드럽고 고소한 소고기 육전에 매콤달콤한 파절이 양념이 조화롭습니다.
20,000원; 고기듬뿍녹두전
신선한 녹두를 갈아 기름에 튀겨 바삭하고 담백한 맛을 느낄 수 있습니다.
12,000원; 군만두
담백한 얇은 피 통통 왕만두를 바삭하게 기름에 구워내어 양배추샐러드와 함꼐 제공합니다.
15,000원; 족발편육
특히 여성들에게 인기만점! 잡냄새가 나지않고 쫄깃한 족발편육이 자꾸만 생각납니다.
9,000원; 봄베이하이볼
7,900원; 산토리하이볼
7,900원; 짐빔하이볼
7,900원"
오징어풍경,38407687,한식,서울 강남구 테헤란로64길 26,0507-1333-0392,,"예약, 단체 이용 가능, 포장, 무선 인터넷, 남/녀 화장실 구분",,"금
11:00 - 00:50; 토
11:00 - 00:50; 일
정기휴무 (매주 일요일); 월
11:00 - 00:50; 화
11:00 - 00:50; 수
11:00 - 00:50; 목
11:00 - 00:50","오불 SET 소
대표
오징어불고기+돼지불고기
33,000원; 오징어튀김
대표
20,000원; 오징어불고기(점심)
점심시간 11:00~15:00
11,000원; 돼지불고기(점심)
점심시간 11:00~15:00
11,000원; 모듬튀김(점심)
점심시간 11:00~15:00
14,000원; 오발 SET
오징어튀김+국물닭발
38,000원; 국물닭발
21,000원; 산오징어 회
싯가
변동; 오징어숙회
20,000원; 산낙지 회
25,000원; 오징어통찜
35,000원; 해산물 모듬
전복,해삼,멍게,가리비(내용은 계절별로 바뀔 수 있습니다)
39,000원; 모듬튀김
20,000원; 통 새우 튀김 4마리
8마리 :20.000원
10,000원; 오징어 마늘칩
19,000원; 기네스 SET
기네스 생맥주2잔+오징어마늘칩
34,000원; 오징어내장탕
22,000원; 조개누룽지탕
39,000원; 볶음밥
3,000원; 치즈볶음밥
4,000원; 우동사리
2,000원; 치즈사리
2,000원; 치즈떡
5,000원; 소주
5,000원; 맥주
5,000원"
오봉집 선릉점,1325051315,한식,서울 강남구 테헤란로55길 18 1층,0507-1494-7203,,"남/녀 화장실 구분, 단체 이용 가능",,"토
12:00 - 21:00
20:30 라스트오더; 일
정기휴무 (매주 일요일); 월
11:10 - 22:00
15:00 - 17:00 브레이크타임
21:30 라스트오더; 화
11:10 - 22:00
15:00 - 17:00 브레이크타임
21:30 라스트오더; 수
11:10 - 22:00
15:00 - 17:00 브레이크타임
21:30 라스트오더; 목
11:10 - 22:00
15:00 - 17:00 브레이크타임
21:30 라스트오더; 금
11:10 - 22:00
15:00 - 17:00 브레이크타임
21:30 라스트오더","오봉스페셜
대표
(직화낙지+보쌈+막국수)
56,000원; 매생이연포보쌈
대표
연포탕+보쌈+죽+칼국수
56,000원; 직화낙지볶음
대표
점심특선시 12,000원
14,000원; 보쌈정식
대표
점심특선시 11,000원
13,000원; 매생이연포탕
연포탕+칼국수
32,000원; 오봉조개탕
24,000원; 오봉보쌈
小33,000원 / 中38,000원 / 大44,000원
33,000원; 직화제육볶음
12,000원; 해물칼국수
12,000원; 쟁반막국수
11,000원; 갑오징어숙회
29,000원; 쫀득편육
17,000원"
진미언양불고기,1335951464,한식,서울 강남구 삼성로96길 26-6 1~3층,0507-1339-2454,,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분, 간편결제, 주차, 발렛파킹",,"매일
11:00 - 22:00
15:00 - 17:00 브레이크타임
14:00, 21:00 라스트오더","언양불고기
대표
언양불고기
35,000원; Chef오마카세
200,000원; 안심
안심 130g
50,000원; 등심
등심 130g
50,000원; 토시살
토시살 130g
70,000원; 안창살
안창살 130g
70,000원; 치마살
치마살 130g
650,000원; 업진살
업진살 130g
65,000원; 갈비살
갈비살 130g
650,000원; 살치살
살치살 130g
50,000원; 진미 Specail
160,000원; 새우살
새우살 100g
48,000원"
집밥한끼,1622969084,한식뷔페,서울 강남구 선릉로 418 103호,0507-1389-2475,,"단체 이용 가능, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",,"토
00:00 - 24:00
16:00 - 17:00 브레이크타임; 일
00:00 - 24:00; 월
09:00 - 24:00
16:00 - 17:00 브레이크타임; 화
00:00 - 24:00
16:00 - 17:00 브레이크타임; 수
00:00 - 24:00
16:00 - 17:00 브레이크타임; 목
00:00 - 24:00
16:00 - 17:00 브레이크타임; 금
00:00 - 24:00
16:00 - 17:00 브레이크타임","백반정식 (국+공기밥+회전바 이용)
대표
한끼정식
9,900원; 라면정식 (라면+공기밥+회전바 이용)
12,000원; 한끼정식(도시락)
8,000원; 한끼특정식(도시락)
9,000원; 음료수(콜라 & 사이다 190ml)
1,000원"
삼백플러스,1973586065,한식뷔페,서울 강남구 테헤란로 447 KB우준타워 지하 1층,010-2382-3083,,"단체 이용 가능, 포장, 남/녀 화장실 구분",,"토
정기휴무 (매주 토요일); 일
정기휴무 (매주 일요일); 월
10:30 - 14:30; 화
10:30 - 14:30; 수
10:30 - 14:30; 목
10:30 - 14:30; 금
10:30 - 14:30","점심뷔페
매일 바뀌는 메인메뉴와 여러가지 다양한 뷔페식 반찬. 상시로 비빔밥이 제공됩니다.
10,000원; 알뜰도시락
매일 바뀌는 메인메뉴 2가지와 반찬. 국이 제공되는 도시락
6,500원; 삼백도시락
알뜰도시락에 메인메뉴가 추가되고 더 많은 가짓수의 반찬과 밥. 샐러드가 추가된 도시락
10,000원"
홍영재장수청국장,19963744,한정식,서울 강남구 영동대로 424 1층,02-548-8340,,"예약, 단체 이용 가능, 주차, 발렛파킹, 무선 인터넷, 남/녀 화장실 구분",,"토
11:30 - 22:00
15:00 - 17:00 브레이크타임; 일
11:30 - 22:00
15:00 - 17:00 브레이크타임; 월
11:30 - 22:00
15:00 - 17:00 브레이크타임; 화
11:30 - 22:00
15:00 - 17:00 브레이크타임; 수
11:30 - 22:00
15:00 - 17:00 브레이크타임; 목
11:30 - 22:00
15:00 - 17:00 브레이크타임; 금
11:30 - 22:00
15:00 - 17:00 브레이크타임","건강 (어른들 추천메뉴)
대표
활전복삼품냉채, 갈비찜, 투뿔 암퇘지 보쌈등 만족도 높은 식사 .
49,000원; 장수 (수제함박소스떡갈비가 메인요리)
아이들이나 여성분 와인과 곁들어 드시는 분들께 추천해요.
35,000원; 오색(고객님 만족도 최고 메뉴)
활싱싱한 완도전복요리 ,갈비찜,낙지볶음, 목포홍어삼합 등
60,000원; 백세 (접대 및 다양한요리 드실분 )
접대 및 다양하게 드실 고객님 활어회무침,육전,갈비찜,완도전복찜, 삼합(목포홍어+투뿔보쌈)
80,000원; 팥빙수
3,000원"
