name,store_id,category,address,tel,options,mapx,mapy,비고
전주순대국,20561201,"순대,순댓국",서울 강남구 테헤란로69길 10 퍼시픽빌딩 1층,02-554-3747,,127.052668,37.506607,
병천순대,18792055,"순대,순댓국",서울 강남구 언주로98길 9 1층 병천순대,02-569-5591,,127.0426307,37.5050953,
청와옥 본사직영학동점,1470143486,"순대,순댓국","서울 강남구 언주로 708 1, 2층",0507-1340-5781,,127.0357398,37.5162916,
전통백암순대국 삼성점,19574083,"순대,순댓국",서울 강남구 테헤란로81길 37,02-538-5336,,127.056225,37.509301,
농민백암순대 본점,13149768,"순대,순댓국",서울 강남구 선릉로86길 40-4,02-555-9603,,127.0530139,37.5037,
담원순대 강남직영점,1869120659,"순대,순댓국",서울 강남구 테헤란로4길 34 1층 101호,0507-1414-2452,,127.0302252,37.4961123,
본가신의주찹쌀순대,32259536,"순대,순댓국",서울 강남구 봉은사로 636 성은빌딩,02-564-9292,,127.0649467,37.5148451,
복돈이 가마솥 순대국,1963224299,"순대,순댓국",서울 강남구 테헤란로37길 22 1층 복돈이 가마솥순대국,0507-1326-0777,,127.040547,37.5036668,
담소소사골순대육개장 삼성1호점,1301670037,"순대,순댓국",서울 강남구 삼성로86길 26,02-566-1821,,127.0596761,37.5061023,
박서방순대국밥 삼성본점,11721161,"순대,순댓국",서울 강남구 삼성로 520,02-568-9205,,127.0558859,37.5087609,
소공순대,1360599370,"순대,순댓국",서울 강남구 선릉로82길 4 1층,02-555-8384,,127.0504423,37.5023415,
선릉을지순대국 선릉점,1375677814,"순대,순댓국",서울 강남구 선릉로86길 46,02-565-6777,,127.0534185,37.5040825,
남천1번국밥 삼성점,1728543745,"순대,순댓국",서울 강남구 테헤란로81길 51 연남빌딩 지상1층,0507-1431-3739,,127.0557065,37.5105055,
농민백암순대,20694317,"순대,순댓국",서울 강남구 역삼로3길 20-4,02-501-2772,,127.0314467,37.4949366,
로지브라운,36998611,술집,서울 강남구 봉은사로37길 7-8 1층 로지브라운,0507-1358-4326,,127.0362266,37.508768,
접객,1054113765,술집,서울 강남구 언주로98길 11 1층 접객,0507-1317-9309,,127.0427862,37.5050801,
호텔 카푸치노 레스토랑 핫이슈,37611385,"스테이크,립",서울 강남구 봉은사로 155 호텔카푸치노 17F,02-2038-9617,,127.0314964,37.5069001,
놉스 삼성점,1125170536,"스테이크,립",서울 강남구 테헤란로 610 지하1층,0507-1355-7429,,127.0645486,37.5088938,
스테이터 강남본점,551867941,"스테이크,립",서울 강남구 봉은사로4길 29 1층 스테이터,0507-1470-1344,,127.0268934,37.5030136,
버닝스톤,1283139466,"스테이크,립",서울 강남구 역삼로64길 7 1층 101호 버닝스톤,0507-1350-9294,,127.0529567,37.5006468,
헬로 브라질,1217686295,"스테이크,립",서울 강남구 강남대로98길 12 지상 3층,0507-1364-8732,,127.0277083,37.5006249,
철판목장 강남역점,563173438,"스테이크,립",서울 서초구 서초대로74길 11 삼성전자 서초사옥 지하2층 B212호,02-585-7882,,127.026853,37.4966999,
스터번,38226262,"스테이크,립",서울 강남구 강남대로94길 70,0507-1427-8100,,127.0328639,37.5006399,
구스아일랜드 브루하우스,505375149,"스테이크,립",서울 강남구 역삼로 118,02-6205-1785,,127.0319708,37.493496,
붓처스컷 삼성점,21705500,"스테이크,립",서울 강남구 테헤란로87길 17 지하1층,02-552-6647,,127.0585378,37.5088288,
후쿠오카함바그 롯데백화점 강남점,37721101,"스테이크,립",서울 강남구 도곡로 401 롯데백화점 강남점 지하 1층,02-531-2050,식약처 인증 위생등급 좋음 음식점,127.0539153,37.4970111,
아이언쉐프,38495094,"스테이크,립",서울 서초구 사임당로8길 10,02-522-2964,,127.0153578,37.4880803,
헤비스테이크 강남역점,1850791145,"스테이크,립",서울 강남구 테헤란로4길 32 역삼우정에쉐르 1층 103호,02-557-3309,,127.0302892,37.4963197,
보이브라질 강남점,1185674107,"스테이크,립",서울 강남구 강남대로94길 10 3층,0507-1481-0948,,127.0282272,37.4991962,
로리스 더 프라임 립,33562781,"스테이크,립",서울 서초구 서초대로 411 GT TOWER 3층,0507-1402-2800,,127.0260065,37.4982546,
스모크벙커,1104541194,"스테이크,립",서울 서초구 반포대로28길 42 지하1층,02-597-2080,,127.0108117,37.4910019,
톨리브,20694177,"스파게티,파스타전문",서울 서초구 서초중앙로24길 9 신우빌딩,02-532-0044,,127.0146789,37.494794,
고에몬 강남점,31413936,"스파게티,파스타전문",서울 서초구 서초대로77길 7 서초빌딩 1층,02-534-8036,,127.0264551,37.4984576,
치스타리에 강남역점,1443081237,"스파게티,파스타전문",서울 강남구 강남대로106길 9 지하1층 치스타,0507-1416-3420,,127.0263578,37.5029701,
이름없는파스타 강남역점,1032522375,"스파게티,파스타전문",서울 강남구 봉은사로6길 38 2층,02-6326-8987,,127.0276089,37.5026466,
미태리 선릉포스코점,1251999118,"스파게티,파스타전문",서울 강남구 선릉로90길 70 2층,02-566-8555,,127.0549352,37.5055281,
강남역파스타,1286639031,"스파게티,파스타전문",서울 서초구 서초대로73길 24,0507-1369-0959,,127.0254708,37.4995172,
22FEB,33868790,"스파게티,파스타전문",서울 강남구 선릉로119길 6,0507-1407-4450,,127.0420731,37.5136472,
코르바니 선릉,1918194979,"스파게티,파스타전문","서울 강남구 언주로94길 9 1층, 2층",0507-1331-9536,,127.042922,37.5044822,
트라가 역삼점,1239744469,스페인음식,서울 강남구 테헤란로25길 46,0507-1337-0608,,127.0348375,37.5034675,
트라가 강남역점,1687684396,스페인음식,서울 서초구 강남대로55길 24 2층 201호 트라가,0507-1313-3523,,127.0256569,37.4956216,
트라가 삼성점,1326727196,스페인음식,서울 강남구 삼성로 511 골든타워 지하1층,02-538-0133,,127.0556926,37.50761,
서초해물찜칼국수,165092874,"아귀찜,해물찜","서울 서초구 서초중앙로24길 27 지하1층 106호, 107호",02-577-6465,,127.0164171,37.4954178,
생생아구 삼성직영점,1426945477,"아귀찜,해물찜",서울 강남구 삼성로 543 생생아구 삼성직영,02-565-2923,,127.0546125,37.5100985,
탄탄면공방 강남점,1951217777,아시아음식,서울 강남구 테헤란로4길 40,02-563-2229,,127.0305714,37.4958716,
파파야리프 코엑스점,1079820562,아시아음식,서울 강남구 테헤란로87길 58 컨벤션별관 오크우드 호텔 지하2층 2A05호,0507-1493-8890,,127.0578213,37.5115087,
파파야리프 강남점,20815303,아시아음식,서울 강남구 강남대로102길 29,0507-1311-5407,,127.0276193,37.5029128,
미엔아이 천등,1124870307,아시아음식,서울 강남구 봉은사로4길 32 1층,02-552-0652,,127.0267132,37.5027772,
허머스키친,38500970,아시아음식,서울 강남구 테헤란로 521 파르나스몰 지하 1층 F-26호,02-3453-6811,,127.0616404,37.5093179,
에이스크랩 강남직영점,1059565122,아시아음식,서울 강남구 언주로98길 39-5 1층,02-558-9994,,127.0450173,37.5048921,
생어거스틴 역삼점,31514532,아시아음식,서울 강남구 테헤란로 152 강남파이낸스센터,0507-1487-5101,,127.0365047,37.5001798,
탄탄면공방 파르나스몰 본점,1092599128,아시아음식,서울 강남구 테헤란로 521 파르나스타워 지하 1층 탄탄면공방,0507-1432-8033,,127.0612772,37.5096142,
스트릿 SPC스퀘어점,1815698871,아시아음식,서울 강남구 역삼로1길 17 스트릿 SPC스퀘어점,0507-1401-8239,,127.0302819,37.4943179,
생어거스틴 파르나스몰점,35769945,아시아음식,서울 강남구 테헤란로 521 그랜드인터콘티넨탈호텔 B1,0507-1313-2033,,127.0605042,37.5091547,
피에프창 코엑스몰점,36166585,아시아음식,서울 강남구 영동대로 513 코엑스몰 지하1층,02-551-4588,식약처 인증 위생등급 매우우수 음식점,127.0591444,37.5128636,
케르반 코엑스몰점,36166565,아시아음식,서울 강남구 봉은사로 524 코엑스몰 B1 H105,0507-1326-4767,,127.0589453,37.5113517,
홋카이도여보,516591979,양갈비,서울 강남구 언주로98길 15 1층 홋카이도여보,0507-1306-7505,,127.0431186,37.5050211,
이치류 선릉점,1254292631,양갈비,서울 강남구 선릉로76길 30 1층,0507-1318-0262,,127.0530601,37.5019769,
램가 역삼직영점,1742199523,양갈비,서울 강남구 봉은사로30길 71 지상 2층,0507-1409-0642,,127.0371413,37.5030436,
고메램 강남점,1299706278,양갈비,"서울 서초구 강남대로 359 대우도씨에빛 2차 지하 1층,",0507-1330-7805,,127.0286234,37.4948012,
고메램 교대점,1903601237,양갈비,서울 서초구 반포대로28길 70 2층,0507-1473-7830,,127.0122425,37.4915924,
라무진 선릉역점,1448615379,양갈비,서울 강남구 역삼로63길 6,02-568-6622,,127.0525831,37.5015395,
고메램 삼성점,687685028,양갈비,서울 강남구 삼성로96길 15 2층 고메램,0507-1401-7805,,127.0571402,37.5090498,
김양,937124276,양갈비,서울 강남구 논현로94길 24 1층,02-556-5945,,127.0383317,37.5027327,
징기스칸 슌,1627178297,양갈비,서울 강남구 테헤란로64길 13 1층 107호,0507-1308-2202,,127.051498,37.5041804,
라무진 교대점,1448793701,양갈비,서울 서초구 반포대로22길 87-5 1층,0507-1414-3070,,127.0127804,37.4912113,
양꽃 강남본점,1828224291,양갈비,서울 강남구 강남대로122길 10 영흥빌딩 6층,0507-1444-6280,,127.0240808,37.5076373,
경성양꼬치 선릉직영점,36241245,양꼬치,서울 강남구 삼성로85길 39 가리온,02-564-2678,,127.0542606,37.5042827,
한성양꼬치 강남점,35407703,양꼬치,서울 강남구 강남대로78길 25,02-556-6692,,127.0312698,37.4954595,
미쓰양꼬치,34550276,양꼬치,서울 강남구 테헤란로64길 26 2층,0507-1496-9233,,127.0515774,37.503181,
정통 한성 양갈비 양꼬치,35657854,양꼬치,서울 서초구 반포대로28길 71-18,0507-1445-8892,,127.0123416,37.4920952,
이가네양꼬치 대치점,1630216914,양꼬치,서울 강남구 삼성로86길 8 그린빌딩 1층,02-501-2392,,127.0581956,37.5056054,
미성양꼬치 삼성점,37997450,양꼬치,서울 강남구 테헤란로81길 56-3,02-557-4077,,127.0560052,37.5102579,
무한숯불양꼬치훠궈&뷔페,991858885,양꼬치,서울 강남구 봉은사로2길 37 지상2층 (역삼동),02-508-6799,,127.0266119,37.5022432,
윤가 양꼬치 훠궈 역삼점,379605792,양꼬치,서울 강남구 언주로94길 9-4,02-565-8373,,127.0431086,37.5046358,
한성양꼬치 교대2호점,1225478882,양꼬치,서울 서초구 서초대로50길 63,0507-1417-8895,,127.013705,37.4904241,
양파이 강남점,1196729605,양꼬치,서울 강남구 강남대로94길 14,02-568-5582,,127.0284648,37.4993114,
한성양꼬치,539185018,양꼬치,서울 강남구 테헤란로70길 26,0507-1436-6692,,127.0537709,37.5039749,
이가네양꼬치 선릉역직영점,1295743805,양꼬치,서울 강남구 테헤란로57길 17 엠스빌딩 1층,0507-1394-3688,,127.0474022,37.5056708,
일품각 역삼동점,13109242,양꼬치,서울 강남구 강남대로96길 18 B1층 일품각 역삼동점,02-566-8815,,127.0284199,37.4999186,
이가네양꼬치 교대1호직영점,1453358113,양꼬치,서울 서초구 반포대로22길 89 1층(서초동.서남빌딩),0507-1335-5688,,127.0129896,37.4911906,
이가네양꼬치 선릉점,1519308537,양꼬치,서울 강남구 역삼로67길 33 101호,02-558-8292,,127.0523339,37.5034994,
이가네양꼬치 교대2호직영점,1111401166,양꼬치,서울 서초구 서초대로50길 105 1층,0507-1351-4389,,127.0139887,37.4886345,
한성양꼬치 선릉2호점,1537330706,양꼬치,서울 강남구 테헤란로64길 27 1층(대치동),0507-1444-6692,,127.0518235,37.50314,
항방양육관 본점,19886380,양꼬치,서울 서초구 서초대로50길 93 동명빌딩,02-585-6977,,127.013949,37.4890399,
알타쿠치나 by 녁,1531869219,양식,서울 강남구 테헤란로21길 25 1층,070-4100-0065,,127.0341339,37.5017083,
알라프리마,36893601,양식,서울 강남구 학동로17길 13 1층 (인본빌딩),02-511-2555,"2스타 - 요리를 맛보기 위해 찾아갈 만한 레스토랑
미쉐린 가이드 서울 2024",127.0259616,37.5133006,
질할브로스 역삼점,1632401559,양식,서울 강남구 테헤란로 151 지하 1층,02-566-1422,,127.0362511,37.5010009,
자르뎅페르뒤,13150041,양식,서울 강남구 언주로 541 F&F사옥 1층,02-520-0900,,127.0403356,37.5063384,
할랄가이즈 강남점,1637458598,양식,서울 서초구 강남대로69길 8,02-595-1800,,127.0245869,37.5017927,
메리가든,1601317880,양식,서울 강남구 봉은사로 113 13층,0507-1417-9702,,127.0258787,37.5052667,
아니다파르크,1106927754,양식,서울 강남구 선릉로 629 A동 1층,0507-1465-9950,,127.0427338,37.5127069,
마리스테이블,1107125210,양식,서울 서초구 서초중앙로 50 1층,0507-1374-7411,,127.0157518,37.4863993,
퍼스 서초교대점,1093573764,양식,서울 서초구 서초대로 347 B101,010-7506-6051,,127.0192687,37.4956325,
롤리폴리 꼬또,1803784882,양식,서울 강남구 봉은사로51길 23 1층,0507-1464-9017,,127.0422759,37.5115314,
아야로시,1188302490,양식,서울 서초구 논현로 157-6 102호,010-4674-4521,,127.0415275,37.4836385,
보스켓,1672422189,양식,서울 강남구 봉은사로20길 18,0507-1372-3035,,127.0311022,37.5051733,
호샤퀴테리에,1408248574,양식,서울 강남구 언주로85길 32 푸르지오시티 1층 106호,0507-1447-2128,,127.0409626,37.5008782,
사유의서재,1639179283,양식,서울 강남구 강남대로98길 11 5층 사유의서재,0507-1324-0957,,127.0276047,37.500798,
후추포인트,1007886570,양식,서울 강남구 봉은사로6길 30 1층,0507-1384-1540,,127.0273065,37.5030803,
라브리크 서울,1498934506,양식,서울 강남구 봉은사로18길 66 라브리크,0507-1388-9203,,127.02801,37.5024248,
멜로우가든 강남점,1245209980,양식,서울 강남구 강남대로110길 15 1층 102호,0507-1367-9660,,127.0261595,37.504009,
피끄니크,1037966057,양식,서울 강남구 강남대로48길 6 1층 101호,0507-1321-4513,,127.0337187,37.4866727,
공미학 루프앤테라스 레스토랑,1209183386,양식,서울 서초구 서초대로48길 101 그룹메가타워 1층,0507-1342-1628,,127.0124853,37.4886301,
노보텔 앰배서더 서울 강남 안뜨레,11714188,양식,서울 강남구 봉은사로 130 1층,02-531-6604,,127.0290189,37.5053621,
을지다락 강남,1483096423,양식,서울 강남구 강남대로96길 22 2층,0507-1343-9474,,127.0287954,37.4999202,
LE SOL,1721459325,양식,서울 강남구 영동대로 325 S-Tower 1층,02-508-0365,,127.0655457,37.5033344,
오크우드 프리미어 코엑스 센터 오크레스토랑,37402262,양식,서울 강남구 테헤란로87길 46 오크우드 호텔 5층 오크레스토랑,02-3466-7277,,127.0580898,37.5109817,
어거스트 힐 강남점,661051254,양식,서울 강남구 강남대로106길 25,0507-1478-8013,,127.0276421,37.5033562,
안식 레스토랑,1524477737,양식,서울 강남구 도곡로99길 31 지하1층,0507-1370-7861,,127.0651018,37.5026126,
녘,1559452716,양식,서울 강남구 봉은사로4길 32 2층,0507-1317-6148,,127.0266697,37.5027853,
블랙랩,245349045,양식,서울 강남구 선릉로96길 5-16,02-501-9659,,127.0490592,37.5067215,
다이닝 플레이스,1395477093,양식,서울 강남구 삼성로100길 12 제이타워 7층,0507-1378-7155,,127.0563885,37.509583,
에피스,1539007094,양식,서울 강남구 언주로81길 26 1층,0507-1434-0230,,127.0416887,37.4999424,
더미뇽 서울,1232903482,양식,서울 강남구 강남대로102길 25,0507-1310-6991,,127.0274601,37.5027186,
핸드크라프트,1021786852,양식,서울 서초구 남부순환로347길 101 1층 101호,0507-1456-8784,,127.029734,37.4887718,
아만다인,1530963928,양식,서울 강남구 선릉로 524 선릉대림아크로텔 106호,0507-1424-1923,,127.0479713,37.5067344,
꾸우덕 선릉 본점,1108042764,양식,서울 강남구 선릉로82길 16 1층 꾸우덕,0507-1334-4340,,127.0513541,37.5026388,
유라노스 강남,1868413328,양식,서울 강남구 강남대로44길 28 지상1층,0507-1351-8035,,127.0360059,37.4863793,
썬더볼드 강남역점,36643103,양식,서울 강남구 강남대로84길 15 지하1층,0507-1307-8292,,127.029769,37.497027,
브리즈,1072533016,양식,서울 서초구 강남대로41길 15-19 1층 BREEZE,0507-1343-0703,,127.0320842,37.4864492,
위트앤미트 강남점,1771536211,양식,서울 강남구 강남대로110길 32 1층,0507-1357-2396,,127.0274523,37.5037803,
아올,1012463265,양식,"서울 강남구 강남대로94길 28 (역삼동, 유니언타운 강남) G층 아올",0507-1339-9428,,127.0296218,37.4996515,
패티드,1313967118,양식,서울 강남구 강남대로122길 56 2층,0507-1317-9829,,127.0273745,37.5091463,
글로브 비스트로,334278981,양식,서울 강남구 테헤란로 521 파르나스타워 지하1층,02-3453-1127,,127.0614426,37.5092381,
미테이블 교대직영점,1977127648,양식,서울 서초구 반포대로30길 44-5 파크뷰빌딩 2층,0507-1351-4112,,127.0112186,37.4919431,
루프808,1488226670,양식,서울 강남구 강남대로 470 16층,0507-1337-8088,,127.0250552,37.5043479,
구라파,1497450539,양식,서울 서초구 서초대로48길 65 1층,02-3471-7474,,127.0126768,37.4900785,
파스타에꼬치다 대치점,1153354999,양식,서울 강남구 선릉로86길 28 2층,0507-1396-9028,,127.0520588,37.5036366,
올라아보 강남언주역점,1116064916,양식,서울 강남구 언주로107길 40 STAR빌딩 1층,0507-1392-1132,,127.0360172,37.5071529,
무지개수프,1856638453,양식,서울 강남구 역삼로 145 우성빌딩 1층 101호,0507-1337-3218,,127.0351925,37.4947317,
잼라운지 강남본점,1986034073,양식,"서울 강남구 테헤란로51길 16 B1,2 잼라운지",0507-1323-2176,,127.0465237,37.5050619,
청담나인,1465309007,양식,"서울 강남구 삼성로 634 B1, B2",0507-1451-9800,,127.0517546,37.5165616,B2(Live) 정기휴무 (매주 월요일)
더플라잉팬 레드,30955062,양식,서울 서초구 서초대로 411 지티타워 지하1층,010-6475-2488,"농림축산식품부 제공
안심식당",127.0258448,37.4981017,
엘리엇 청담,1578389146,양식,서울 강남구 선릉로132길 29,02-518-1711,,127.0436665,37.5186029,
빌즈 강남,1019866860,양식,서울 강남구 테헤란로 142 아크플레이스 2층,0507-1312-9012,,127.0349088,37.4997149,
비스트로 8818,1212478576,양식,서울 서초구 서초대로56길 18,0507-1454-8827,,127.0170975,37.4937151,
82올리언즈 강남점,1481312779,양식,서울 강남구 강남대로98길 28 1층,0507-1353-5076,식약처 인증 위생등급 매우우수 음식점,127.0287379,37.500872,
SOUPER 강남구청점,1783270812,양식,서울 강남구 학동로56길 33 유원빌딩 1층,0507-1429-2518,,127.0431079,37.5150823,
카이퍼 청담,1391919116,양식,서울 강남구 도산대로50길 17 1층,0507-1355-5404,,127.0376713,37.5212722,
샹베리,37917926,양식,서울 강남구 선릉로103길 5,02-556-5552,,127.0453795,37.5075052,
앤헤이븐,1650877191,양식,서울 강남구 영동대로129길 22,02-546-0865,,127.0556287,37.5184032,
조인바이트,1241491463,양식,서울 강남구 선릉로112길 13,0507-1335-3611,,127.0446187,37.5115067,
띠엘로,1877474991,양식,서울 강남구 강남대로94길 14 2층,0507-1360-7155,,127.0285866,37.4992975,
비언유주얼,1789186517,양식,서울 강남구 선릉로108길 5 지하1층,0507-1428-7828,,127.0446237,37.50959,
아메리칸테이블,1694252830,양식,서울 강남구 영동대로112길 66 1층,070-5159-1269,,127.0658869,37.5158274,
미나리밭오리사냥 강남역점,1660575874,오리요리,서울 강남구 테헤란로1길 28-8 1층,0507-1357-8489,,127.0281201,37.5003294,
길농원 대치점,34520779,오리요리,서울 강남구 테헤란로108길 28 길농원 대치점,02-553-3384,,127.0662762,37.5075895,
네모오징어 서초법원점,1289281377,오징어요리,서울 서초구 법원로1길 1 1층 103호,02-533-7377,,127.0106546,37.4932526,
네모오징어 역삼2호점,320859885,오징어요리,서울 강남구 테헤란로25길 40,02-558-5258,,127.034996,37.5031075,
아브라소812,32465286,와인,서울 강남구 봉은사로4길 29 B1호,0507-1401-0836,,127.0268841,37.5029804,
오늘와인한잔 교대점,1750908508,와인,서울 서초구 반포대로26길 75 1층 오늘와인한잔,02-598-2353,,127.013114,37.4916455,
와인바 컨티뉴엄,1263350930,와인,서울 강남구 테헤란로 231 EAST 2층 E205호,010-8296-7214,,127.0417697,37.5037495,
와인웍스 현대백화점 무역센터점,1262448840,와인,서울 강남구 테헤란로 517 현대백화점무역센터점 지하1층 와인웍스,02-3467-6065,,127.0597501,37.5086542,
콩스,1997365665,와인,서울 서초구 서초대로 356,0507-1336-0538,,127.0203709,37.4954949,
서초옥상,1183196193,와인,서울 서초구 서초대로 264 1층,0507-1349-9760,,127.0107641,37.4925387,
사이드에이,1948391099,와인,서울 강남구 봉은사로 507 우림보보카운티 오피스텔 1층,0507-1339-3623,,127.0541734,37.5135265,
인파밀리아 역삼점,1550298513,와인,서울 강남구 논현로87길 19 B1,0507-1361-1640,,127.0351794,37.4994667,
라스키친,35244551,와인,서울 강남구 테헤란로83길 40 2층,02-558-6207,,127.0569131,37.5100125,
아실라 강남점,20123101,와인,서울 강남구 강남대로98길 16 파빌리온,0507-1400-4665,,127.0279983,37.5006873,
세이버리,37793804,와인,서울 강남구 테헤란로19길 21 1층,070-4115-8668,,127.0331357,37.5014635,
SAWARE,1098218068,와인,서울 강남구 봉은사로68길 21 2층,0507-1413-1770,,127.0508385,37.5107507,
먼데이블루스,37100989,와인,서울 서초구 강남대로53길 11 삼성쉐르빌2 1층,02-521-0542,,127.0278909,37.4939699,
와인주막차차 교대점,1881092712,와인,서울 서초구 반포대로28길 94 1층 103호,0507-1356-7990,,127.0132527,37.4919088,
케미스트리,1254183006,와인,서울 강남구 언주로94길 5 2층,0507-1373-7908,,127.0425632,37.5044742,
비노비스,1064310520,와인,서울 강남구 봉은사로1길 32 3층 비노비스,0507-1339-6601,,127.024552,37.5068605,
메를로,33850558,와인,서울 서초구 서초대로 356 지웰타워 1층,0507-1456-1389,,127.0200699,37.495406,
천년동안도 강남,1563564234,와인,서울 서초구 서초대로75길 36 지하1층 101호,0507-1350-0618,,127.0251048,37.5007702,
어게인,872112724,와인,서울 강남구 강남대로 328 강남역쉐르빌오피스텔 B1,02-538-0539,,127.0308248,37.4923433,
와인코르크 강남점,32794511,와인,서울 강남구 테헤란로1길 40 3층 와인코르크,02-501-6335,,127.027264,37.5008986,
라메종뒤땅,1384236057,와인,서울 서초구 서초대로51길 26 람코교대빌딩 1층,010-7750-5126,,127.0140092,37.4962577,
오늘와인한잔 강남역1번출구점,1457573890,와인,서울 강남구 테헤란로4길 6 센트럴푸루지오시티 2층 217호 오늘와인한잔,02-555-9132,,127.0295869,37.4976863,
마브 MARV,1826388690,와인,서울 서초구 서초중앙로 119 . 지하1층,0507-1314-8405,,127.0137191,37.4923963,
다이닝바 유니스,1108809700,와인,서울 강남구 봉은사로43길 8 일층,0507-1487-5040,,127.0399082,37.5098875,
사람사는이야기 강남점,1309687316,요리주점,서울 서초구 강남대로65길 12 1층 102호~109호,0507-1390-0442,,127.0247073,37.5004611,
호랑이 다이닝,1523614588,요리주점,서울 강남구 테헤란로14길 28 1층 호랑이다이닝,0507-1350-1308,,127.0336996,37.4974973,
강남노크 본점,1139820659,요리주점,서울 서초구 서초대로77길 29 2층 노크,0507-1396-8894,,127.0254863,37.5003605,
금복주류 강남역점,1233347328,요리주점,서울 서초구 강남대로65길 9 1층 금복주류,0507-1320-2498,,127.0250839,37.5003054,
용용선생 선릉점,1024266010,요리주점,서울 강남구 선릉로86길 44 용용선생,0507-1492-2219,,127.0532785,37.5040537,
가루다 교대점,1015787203,요리주점,서울 서초구 반포대로30길 44-5 1층,0507-1373-5795,,127.0111944,37.4918957,
단골손님 강남1호점,1562446785,요리주점,서울 강남구 테헤란로1길 40 2층,0507-1347-9470,,127.0272359,37.5008747,
29펍 1호점 ITALIA Vintage,36342577,요리주점,서울 강남구 테헤란로1길 28-1,0507-1375-2902,,127.0276998,37.5003146,
Korea Bistro Beef 유케집,1638737648,요리주점,서울 강남구 선릉로82길 47 1층 유케집,0507-1389-4452,,127.0539479,37.5036387,
엠투포차 강남역점,1219710781,요리주점,서울 강남구 테헤란로1길 28-5 지상1층,0507-1330-0282,,127.0278456,37.5004134,
아이해브어드림 강남역 본점,12077060,요리주점,서울 강남구 테헤란로5길 7 KG Tower 지하1층 아이해브어드림,0507-1401-7697,,127.029271,37.4992896,
지직,1453579006,요리주점,서울 강남구 삼성로85길 33 1층 107호,0507-1411-3201,,127.054736,37.5041954,
너무한육회연어,1138717196,요리주점,서울 강남구 테헤란로1길 19 B2,02-557-8885,,127.0274402,37.4996683,
부엉이산장 강남지오다노점,1353298155,요리주점,서울 서초구 강남대로65길 7 1층,0507-1473-1265,,127.0252803,37.5003145,
7번방 강남점,13015562,요리주점,서울 서초구 서초대로77길 43 경원빌딩,0507-1402-3554,,127.0248658,37.5013755,
순옥정,1074254872,요리주점,서울 서초구 서초대로50길 75 2층 201호,0507-1408-0641,,127.0138664,37.4898612,
느린마을양조장 강남점,32838644,요리주점,서울 서초구 서초대로73길 7 우송빌딩 지하 1층,0507-1473-7720,,127.0252957,37.4981366,
닭동가리 강남역점,1381162817,요리주점,서울 서초구 서초대로77길 37 1층 103호,0507-1487-7680,,127.0250062,37.5010007,
강탄 강남역점,1946162131,요리주점,서울 강남구 테헤란로1길 28-4 JWHouse 2층 강탄 강남역점,0507-1365-8789,,127.0277767,37.5001846,
선주가 선릉점,1042796273,요리주점,서울 강남구 역삼로69길 27 1층,0507-1400-7339,,127.0539466,37.5034854,
29펍 5호점 GERMANY Orthodox,1199250059,요리주점,서울 서초구 강남대로65길 10,0507-1350-2905,,127.0249711,37.5004579,
논현 에이엠포차,1363983059,요리주점,서울 강남구 강남대로122길 10 2층,02-511-5753,,127.0240383,37.5076425,
서울주막 강남역본점,1915464369,요리주점,서울 서초구 서초대로73길 42 지하1층,0507-1315-5548,,127.024624,37.5011655,
부엉이산장 강남점,1044215725,요리주점,서울 강남구 테헤란로1길 28-11 1층,0507-1312-9901,,127.0283031,37.5004962,
파티플레이 뮤직타운 강남역점,1558055472,요리주점,서울 서초구 서초대로77길 37 지하1층,0507-1383-8908,,127.0252583,37.5010524,
소보키 강남점,1972778938,요리주점,서울 강남구 봉은사로18길 80 1층,0507-1353-0094,,127.0273302,37.5016151,
스시산원 반주헌,1219317289,요리주점,서울 강남구 테헤란로4길 6 센트럴푸르지오시티 지하2층 224호,02-562-0516,,127.0293433,37.4977508,
철길부산집 강남역점,1347255684,요리주점,서울 강남구 강남대로96길 11-4 1층 철길부산집 강남역점,0507-1342-0648,,127.0280669,37.5001115,
선릉도원 선릉본점,1190446735,요리주점,서울 강남구 삼성로85길 39 2층 2호,0507-1377-9382,,127.0542892,37.5042405,
회장님댁 선릉점,1528777035,요리주점,서울 강남구 선릉로82길 23 2층,0507-1388-6033,,127.0519323,37.5030114,
청도미나리식당 선릉점,1554136490,요리주점,서울 강남구 삼성로81길 44 경성빌딩 1층,0507-1445-8962,,127.0540758,37.503709,
윤이불닭발 강남점,1572168699,요리주점,서울 강남구 강남대로96길 16,02-555-7370,,127.0282817,37.499852,
백화네부엌 교대점,1865515894,요리주점,"서울 서초구 반포대로28길 76 1층, 지하1층",0507-1423-9876,,127.0124887,37.4917838,
봉쥬르봉봉,1315228581,요리주점,"서울 서초구 서초중앙로 123 엘렌타워 B1, 1층",0507-1336-0813,,127.0136288,37.492738,
29펍 2호점 UK Classic,79841163,요리주점,서울 강남구 테헤란로1길 26,0507-1395-2902,,127.0276981,37.4999786,
29펍 3호점 MACAU Modern,301503555,요리주점,서울 서초구 강남대로 445 우신빌딩,0507-1338-2903,,127.0252004,37.5020106,
응야끼도리 강남점,34906890,요리주점,서울 서초구 서초대로77길 43 경원빌딩,0507-1447-9223,,127.0249805,37.5014239,
친화력,1599836460,요리주점,서울 서초구 서초중앙로 142 1층 오비노미오 안,0507-1360-7563,,127.0138346,37.4945842,
